CELL,TECHNOLOGY,CLUSTERTYPE,PROVINCE
4943C2,3G,Premium,GAUTENG
4944A,2G,High,MPUMALANGA
4945A,2G,Good,WESTERN CAPE
4945A1,3G,Good,WESTERN CAPE
4945A2,3G,Good,WESTERN CAPE
4945B,2G,Good,WESTERN CAPE
4945B1,3G,Good,WESTERN CAPE
4945B2,3G,Good,WESTERN CAPE
4945C,2G,Good,WESTERN CAPE
4945C1,3G,Good,WESTERN CAPE
4945C2,3G,Good,WESTERN CAPE
4946A,2G,Premium,GAUTENG
4946B,2G,Premium,GAUTENG
4946C,2G,Premium,GAUTENG
4948A,2G,Premium,GAUTENG
4948A1,3G,Premium,GAUTENG
4948A2,3G,Premium,GAUTENG
4948B,2G,Premium,GAUTENG
4948B1,3G,Premium,GAUTENG
4948B2,3G,Premium,GAUTENG
4948C,2G,Premium,GAUTENG
4948C1,3G,Premium,GAUTENG
4948C2,3G,Premium,GAUTENG
4949A,2G,Good,LIMPOPO
494A,2G,Good,MPUMALANGA
494B,2G,Good,MPUMALANGA
494C,2G,Good,MPUMALANGA
4950A,2G,Premium,GAUTENG
4950A1,3G,Premium,GAUTENG
4950A2,3G,Premium,GAUTENG
4950B1,3G,Premium,GAUTENG
4950B2,3G,Premium,GAUTENG
4950C1,3G,Premium,GAUTENG
4950C2,3G,Premium,GAUTENG
4951A,2G,High,NORTH WEST
4951A1,3G,High,NORTH WEST
4951A2,3G,High,NORTH WEST
4951B,2G,High,NORTH WEST
4951B1,3G,High,NORTH WEST
4951B2,3G,High,NORTH WEST
4951C,2G,High,NORTH WEST
4951C1,3G,High,NORTH WEST
4951C2,3G,High,NORTH WEST
4952A,2G,High,KWAZULU-NATAL
4952B,2G,High,KWAZULU-NATAL
4952C,2G,High,KWAZULU-NATAL
4953A,2G,High,NORTHERN CAPE
4954A,2G,Good,WESTERN CAPE
4954B,2G,Good,WESTERN CAPE
4955A,2G,Good,EASTERN CAPE
4955B,2G,Good,EASTERN CAPE
4955C,2G,Good,EASTERN CAPE
4956A,2G,Good,EASTERN CAPE
4956B,2G,Good,EASTERN CAPE
4956C,2G,Good,EASTERN CAPE
4957A,2G,Good,EASTERN CAPE
4957B,2G,Good,EASTERN CAPE
4958A,2G,Good,EASTERN CAPE
4959A,2G,Good,EASTERN CAPE
4959B,2G,Good,EASTERN CAPE
495A,2G,High,GAUTENG
495A1,3G,High,GAUTENG
495A2,3G,High,GAUTENG
495B,2G,High,GAUTENG
495B1,3G,High,GAUTENG
495B2,3G,High,GAUTENG
495C,2G,High,GAUTENG
495C1,3G,High,GAUTENG
495C2,3G,High,GAUTENG
4960A,2G,Good,EASTERN CAPE
4961A,2G,Good,WESTERN CAPE
4961B,2G,Good,WESTERN CAPE
4962A,2G,Premium,WESTERN CAPE
4963A,2G,Good,EASTERN CAPE
4963B,2G,Good,EASTERN CAPE
4964A,2G,Good,EASTERN CAPE
4965A,2G,Good,WESTERN CAPE
4966A,2G,Good,WESTERN CAPE
4967A,2G,Good,EASTERN CAPE
4967B,2G,Good,EASTERN CAPE
4967C,2G,Good,EASTERN CAPE
4968A,2G,Good,WESTERN CAPE
4969A,2G,Good,EASTERN CAPE
4969B,2G,Good,EASTERN CAPE
496A,2G,High,GAUTENG
496A1,3G,High,GAUTENG
496A2,3G,High,GAUTENG
496B,2G,High,GAUTENG
496B1,3G,High,GAUTENG
496B2,3G,High,GAUTENG
496C,2G,High,GAUTENG
496C1,3G,High,GAUTENG
496C2,3G,High,GAUTENG
4970A,2G,High,WESTERN CAPE
4970A1,3G,High,WESTERN CAPE
4970A2,3G,High,WESTERN CAPE
4970B,2G,High,WESTERN CAPE
4970B1,3G,High,WESTERN CAPE
4970B2,3G,High,WESTERN CAPE
4971A,2G,Good,EASTERN CAPE
4972A,2G,Premium,WESTERN CAPE
4972A1,3G,Premium,WESTERN CAPE
4972A2,3G,Premium,WESTERN CAPE
4972B,2G,Premium,WESTERN CAPE
4972B1,3G,Premium,WESTERN CAPE
4972B2,3G,Premium,WESTERN CAPE
4972C,2G,Premium,WESTERN CAPE
4972C1,3G,Premium,WESTERN CAPE
4972C2,3G,Premium,WESTERN CAPE
4973A,2G,Good,EASTERN CAPE
4974A,2G,Premium,WESTERN CAPE
4974A1,3G,Premium,WESTERN CAPE
4974B,2G,Premium,WESTERN CAPE
4974B1,3G,Premium,WESTERN CAPE
4974C,2G,Premium,WESTERN CAPE
4974C1,3G,Premium,WESTERN CAPE
4975A,2G,Premium,WESTERN CAPE
4975A1,3G,Premium,WESTERN CAPE
4975A2,3G,Premium,WESTERN CAPE
4975B,2G,Premium,WESTERN CAPE
4975B1,3G,Premium,WESTERN CAPE
4975B2,3G,Premium,WESTERN CAPE
4975C,2G,Premium,WESTERN CAPE
4975C1,3G,Premium,WESTERN CAPE
4975C2,3G,Premium,WESTERN CAPE
4976A,2G,Premium,WESTERN CAPE
4976A1,3G,Premium,WESTERN CAPE
4976B,2G,Premium,WESTERN CAPE
4976B1,3G,Premium,WESTERN CAPE
4976C,2G,Premium,WESTERN CAPE
4976C1,3G,Premium,WESTERN CAPE
4977A,2G,Premium,WESTERN CAPE
4977A1,3G,Premium,WESTERN CAPE
4977B,2G,Premium,WESTERN CAPE
4977B1,3G,Premium,WESTERN CAPE
4977C,2G,Premium,WESTERN CAPE
4977C1,3G,Premium,WESTERN CAPE
4978A,2G,Premium,WESTERN CAPE
4978A1,3G,Premium,WESTERN CAPE
4978B,2G,Premium,WESTERN CAPE
4978B1,3G,Premium,WESTERN CAPE
4978C,2G,Premium,WESTERN CAPE
4978C1,3G,Premium,WESTERN CAPE
4979A,2G,Premium,WESTERN CAPE
4979A1,3G,Premium,WESTERN CAPE
4979B,2G,Premium,WESTERN CAPE
4979B1,3G,Premium,WESTERN CAPE
4979C,2G,Premium,WESTERN CAPE
4979C1,3G,Premium,WESTERN CAPE
497A,2G,Premium,GAUTENG
497A1,3G,Premium,GAUTENG
497A2,3G,Premium,GAUTENG
497B,2G,Premium,GAUTENG
497B1,3G,Premium,GAUTENG
497B2,3G,Premium,GAUTENG
497C,2G,Premium,GAUTENG
497C1,3G,Premium,GAUTENG
497C2,3G,Premium,GAUTENG
4980A,2G,Premium,WESTERN CAPE
4980A1,3G,Premium,WESTERN CAPE
4980B,2G,Premium,WESTERN CAPE
4980B1,3G,Premium,WESTERN CAPE
4980C,2G,Premium,WESTERN CAPE
4980C1,3G,Premium,WESTERN CAPE
4981A1,3G,Premium,WESTERN CAPE
4981A2,3G,Premium,WESTERN CAPE
4981B1,3G,Premium,WESTERN CAPE
4981B2,3G,Premium,WESTERN CAPE
4981C1,3G,Premium,WESTERN CAPE
4981C2,3G,Premium,WESTERN CAPE
4982A,2G,High,WESTERN CAPE
4982A1,3G,High,WESTERN CAPE
4982B,2G,High,WESTERN CAPE
4982B1,3G,High,WESTERN CAPE
4982C,2G,High,WESTERN CAPE
4982C1,3G,High,WESTERN CAPE
4983A,2G,High,WESTERN CAPE
4983A1,3G,High,WESTERN CAPE
4983A2,3G,High,WESTERN CAPE
4983B,2G,High,WESTERN CAPE
4983B1,3G,High,WESTERN CAPE
4983B2,3G,High,WESTERN CAPE
4983C,2G,High,WESTERN CAPE
4983C1,3G,High,WESTERN CAPE
4983C2,3G,High,WESTERN CAPE
4984A,2G,High,WESTERN CAPE
4984A1,3G,High,WESTERN CAPE
4984A2,3G,High,WESTERN CAPE
4984B,2G,High,WESTERN CAPE
4984B1,3G,High,WESTERN CAPE
4984B2,3G,High,WESTERN CAPE
4984C,2G,High,WESTERN CAPE
4984C1,3G,High,WESTERN CAPE
4984C2,3G,High,WESTERN CAPE
4985A,2G,High,WESTERN CAPE
4985A1,3G,High,WESTERN CAPE
4985A2,3G,High,WESTERN CAPE
4985B,2G,High,WESTERN CAPE
4985B1,3G,High,WESTERN CAPE
4985B2,3G,High,WESTERN CAPE
4985C,2G,High,WESTERN CAPE
4985C1,3G,High,WESTERN CAPE
4985C2,3G,High,WESTERN CAPE
4986A,2G,High,WESTERN CAPE
4986A1,3G,High,WESTERN CAPE
4986A2,3G,High,WESTERN CAPE
4986B,2G,High,WESTERN CAPE
4986B1,3G,High,WESTERN CAPE
4986B2,3G,High,WESTERN CAPE
4986C,2G,High,WESTERN CAPE
4986C1,3G,High,WESTERN CAPE
4986C2,3G,High,WESTERN CAPE
4987A,2G,Premium,WESTERN CAPE
4987A1,3G,Premium,WESTERN CAPE
4987A2,3G,Premium,WESTERN CAPE
4987B,2G,Premium,WESTERN CAPE
4987B1,3G,Premium,WESTERN CAPE
4987B2,3G,Premium,WESTERN CAPE
4987C,2G,Premium,WESTERN CAPE
4987C1,3G,Premium,WESTERN CAPE
4987C2,3G,Premium,WESTERN CAPE
4988A,2G,Premium,WESTERN CAPE
4988B,2G,Premium,WESTERN CAPE
4989A1,3G,High,WESTERN CAPE
4989A2,3G,High,WESTERN CAPE
4989B1,3G,High,WESTERN CAPE
4989B2,3G,High,WESTERN CAPE
4989C1,3G,High,WESTERN CAPE
4989C2,3G,High,WESTERN CAPE
498A,2G,High,GAUTENG
498A1,3G,High,GAUTENG
498A2,3G,High,GAUTENG
498B,2G,High,GAUTENG
498B1,3G,High,GAUTENG
498B2,3G,High,GAUTENG
498C,2G,High,GAUTENG
498C1,3G,High,GAUTENG
498C2,3G,High,GAUTENG
4990A,2G,High,WESTERN CAPE
4990A1,3G,High,WESTERN CAPE
4990A2,3G,High,WESTERN CAPE
4990B,2G,High,WESTERN CAPE
4990B1,3G,High,WESTERN CAPE
4990B2,3G,High,WESTERN CAPE
4990C,2G,High,WESTERN CAPE
4990C1,3G,High,WESTERN CAPE
4990C2,3G,High,WESTERN CAPE
4991A,2G,Good,WESTERN CAPE
4991A1,3G,Good,WESTERN CAPE
4991B,2G,Good,WESTERN CAPE
4991B1,3G,Good,WESTERN CAPE
4991C,2G,Good,WESTERN CAPE
4991C1,3G,Good,WESTERN CAPE
4992A,2G,Premium,WESTERN CAPE
4993A,2G,Premium,WESTERN CAPE
4994A,2G,High,WESTERN CAPE
4995A,2G,Good,WESTERN CAPE
4996A,2G,High,KWAZULU-NATAL
4996A1,3G,High,KWAZULU-NATAL
4996A2,3G,High,KWAZULU-NATAL
4996B,2G,High,KWAZULU-NATAL
4996B1,3G,High,KWAZULU-NATAL
4996B2,3G,High,KWAZULU-NATAL
4996C,2G,High,KWAZULU-NATAL
4996C1,3G,High,KWAZULU-NATAL
4996C2,3G,High,KWAZULU-NATAL
4997A,2G,High,GAUTENG
4997A1,3G,High,GAUTENG
4997A2,3G,High,GAUTENG
4997B,2G,High,GAUTENG
4997B1,3G,High,GAUTENG
4997B2,3G,High,GAUTENG
4997C,2G,High,GAUTENG
4997C1,3G,High,GAUTENG
4997C2,3G,High,GAUTENG
4998A,2G,Premium,KWAZULU-NATAL
4998A1,3G,Premium,KWAZULU-NATAL
4998A2,3G,Premium,KWAZULU-NATAL
4998B,2G,Premium,KWAZULU-NATAL
4998B1,3G,Premium,KWAZULU-NATAL
4998B2,3G,Premium,KWAZULU-NATAL
4998C,2G,Premium,KWAZULU-NATAL
4999A,2G,Premium,GAUTENG
499A,2G,High,GAUTENG
499A1,3G,High,GAUTENG
499A2,3G,High,GAUTENG
499B,2G,High,GAUTENG
499B1,3G,High,GAUTENG
499B2,3G,High,GAUTENG
499C,2G,High,GAUTENG
499C1,3G,High,GAUTENG
499C2,3G,High,GAUTENG
49A,2G,High,GAUTENG
49A1,3G,High,GAUTENG
49A2,3G,High,GAUTENG
49B,2G,High,GAUTENG
49B1,3G,High,GAUTENG
49B2,3G,High,GAUTENG
49C,2G,High,GAUTENG
49C1,3G,High,GAUTENG
49C2,3G,High,GAUTENG
5000A,2G,Good,EASTERN CAPE
5000B,2G,Good,EASTERN CAPE
5000C,2G,Good,EASTERN CAPE
5001A,2G,Good,WESTERN CAPE
5002A,2G,Good,EASTERN CAPE
5002A1,3G,Good,EASTERN CAPE
5002B,2G,Good,EASTERN CAPE
5002B1,3G,Good,EASTERN CAPE
5003A,2G,Good,WESTERN CAPE
5003B,2G,Good,WESTERN CAPE
5003C,2G,Good,WESTERN CAPE
5004A,2G,High,EASTERN CAPE
5004A1,3G,High,EASTERN CAPE
5004A2,3G,High,EASTERN CAPE
5004B,2G,High,EASTERN CAPE
5004B1,3G,High,EASTERN CAPE
5004B2,3G,High,EASTERN CAPE
5004C,2G,High,EASTERN CAPE
5004C1,3G,High,EASTERN CAPE
5004C2,3G,High,EASTERN CAPE
5005A,2G,Good,WESTERN CAPE
5005B,2G,Good,WESTERN CAPE
5006A,2G,Good,WESTERN CAPE
5006B1,3G,Good,WESTERN CAPE
5006B2,3G,Good,WESTERN CAPE
5007A,2G,Good,WESTERN CAPE
5007A1,3G,Good,WESTERN CAPE
5007B,2G,Good,WESTERN CAPE
5007B1,3G,Good,WESTERN CAPE
5008A,2G,Good,WESTERN CAPE
5008A1,3G,Good,WESTERN CAPE
5009A,2G,Good,WESTERN CAPE
500A,2G,Premium,GAUTENG
500A1,3G,Premium,GAUTENG
500A2,3G,Premium,GAUTENG
500B,2G,Premium,GAUTENG
500B1,3G,Premium,GAUTENG
500B2,3G,Premium,GAUTENG
500C,2G,Premium,GAUTENG
500C1,3G,Premium,GAUTENG
500C2,3G,Premium,GAUTENG
5010A,2G,Good,WESTERN CAPE
5010A1,3G,Good,WESTERN CAPE
5010B,2G,Good,WESTERN CAPE
5010B1,3G,Good,WESTERN CAPE
5010C,2G,Good,WESTERN CAPE
5010C1,3G,Good,WESTERN CAPE
5011A,2G,Good,WESTERN CAPE
5011B,2G,Good,WESTERN CAPE
5011C,2G,Good,WESTERN CAPE
5012A,2G,Premium,GAUTENG
5012A1,3G,Premium,GAUTENG
5012A2,3G,Premium,GAUTENG
5012B,2G,Premium,GAUTENG
5012B1,3G,Premium,GAUTENG
5012B2,3G,Premium,GAUTENG
5012C,2G,Premium,GAUTENG
5012C1,3G,Premium,GAUTENG
5012C2,3G,Premium,GAUTENG
5013A,2G,Premium,GAUTENG
5013A1,3G,Premium,GAUTENG
5013B,2G,Premium,GAUTENG
5013B1,3G,Premium,GAUTENG
5013C,2G,Premium,GAUTENG
5013C1,3G,Premium,GAUTENG
5014A,2G,High,EASTERN CAPE
5014B,2G,High,EASTERN CAPE
5014C,2G,High,EASTERN CAPE
5015A,2G,Good,EASTERN CAPE
5015B,2G,Good,EASTERN CAPE
5015C,2G,Good,EASTERN CAPE
5016A,2G,High,EASTERN CAPE
5016A1,3G,High,EASTERN CAPE
5016A2,3G,High,EASTERN CAPE
5016B,2G,High,EASTERN CAPE
5016B1,3G,High,EASTERN CAPE
5016B2,3G,High,EASTERN CAPE
5016C,2G,High,EASTERN CAPE
5016C1,3G,High,EASTERN CAPE
5016C2,3G,High,EASTERN CAPE
5017A,2G,Good,EASTERN CAPE
5017B,2G,Good,EASTERN CAPE
5017C,2G,Good,EASTERN CAPE
5018A,2G,High,KWAZULU-NATAL
5019A,2G,Premium,GAUTENG
5019A1,3G,Premium,GAUTENG
5019A2,3G,Premium,GAUTENG
5019B,2G,Premium,GAUTENG
5019B1,3G,Premium,GAUTENG
5019B2,3G,Premium,GAUTENG
5019C,2G,Premium,GAUTENG
5019C1,3G,Premium,GAUTENG
5019C2,3G,Premium,GAUTENG
501A,2G,High,LIMPOPO
501B,2G,High,LIMPOPO
501C,2G,High,LIMPOPO
5020A,2G,High,EASTERN CAPE
5020A1,3G,High,EASTERN CAPE
5020A2,3G,High,EASTERN CAPE
5020B,2G,High,EASTERN CAPE
5020B1,3G,High,EASTERN CAPE
5020B2,3G,High,EASTERN CAPE
5020C,2G,High,EASTERN CAPE
5020C1,3G,High,EASTERN CAPE
5020C2,3G,High,EASTERN CAPE
5021A,2G,Premium,WESTERN CAPE
5021A1,3G,Premium,WESTERN CAPE
5021A2,3G,Premium,WESTERN CAPE
5021B,2G,Premium,WESTERN CAPE
5021B1,3G,Premium,WESTERN CAPE
5021B2,3G,Premium,WESTERN CAPE
5021C,2G,Premium,WESTERN CAPE
5021C1,3G,Premium,WESTERN CAPE
5022A,2G,High,WESTERN CAPE
5022A1,3G,High,WESTERN CAPE
5022A2,3G,High,WESTERN CAPE
5022B,2G,High,WESTERN CAPE
5022B1,3G,High,WESTERN CAPE
5022B2,3G,High,WESTERN CAPE
5022C,2G,High,WESTERN CAPE
5022C1,3G,High,WESTERN CAPE
5022C2,3G,High,WESTERN CAPE
5023A,2G,High,WESTERN CAPE
5023A1,3G,High,WESTERN CAPE
5023A2,3G,High,WESTERN CAPE
5023B,2G,High,WESTERN CAPE
5023B1,3G,High,WESTERN CAPE
5023B2,3G,High,WESTERN CAPE
5023C,2G,High,WESTERN CAPE
5023C1,3G,High,WESTERN CAPE
5023C2,3G,High,WESTERN CAPE
5024A,2G,High,WESTERN CAPE
5024A1,3G,High,WESTERN CAPE
5024A2,3G,High,WESTERN CAPE
5024B,2G,High,WESTERN CAPE
5024B1,3G,High,WESTERN CAPE
5024B2,3G,High,WESTERN CAPE
5024C,2G,High,WESTERN CAPE
5024C1,3G,High,WESTERN CAPE
5024C2,3G,High,WESTERN CAPE
5025A,2G,High,WESTERN CAPE
5025A1,3G,High,WESTERN CAPE
5025A2,3G,High,WESTERN CAPE
5025B,2G,High,WESTERN CAPE
5025B1,3G,High,WESTERN CAPE
5025B2,3G,High,WESTERN CAPE
5025C,2G,High,WESTERN CAPE
5025C1,3G,High,WESTERN CAPE
5025C2,3G,High,WESTERN CAPE
5026A,2G,Premium,WESTERN CAPE
5026A1,3G,Premium,WESTERN CAPE
5026A2,3G,Premium,WESTERN CAPE
5026B,2G,Premium,WESTERN CAPE
